frame,slot,state
19942,9,occupied
19942,10,occupied
19942,11,occupied
19942,12,occupied
19942,13,occupied
19942,14,occupied
19942,15,available
19942,16,occupied
19942,17,occupied
19942,18,occupied
19944,0,occupied
19944,1,occupied
19944,2,occupied
19944,3,occupied
19944,4,occupied
19944,5,occupied
19944,6,occupied
19944,7,occupied
19944,8,occupied
19944,9,occupied
19944,10,occupied
19944,11,occupied
19944,12,occupied
19944,13,occupied
19944,14,occupied
19944,15,available
19944,16,occupied
19944,17,occupied
19944,18,occupied
19958,0,occupied
19958,1,occupied
19958,2,occupied
19958,3,occupied
19958,4,occupied
19958,5,occupied
19958,6,occupied
19958,7,occupied
19958,8,occupied
19958,9,occupied
19958,10,occupied
19958,11,occupied
19958,12,occupied
19958,13,occupied
19958,14,occupied
19958,15,available
19958,16,occupied
19958,17,occupied
19958,18,occupied
20030,0,occupied
20030,1,occupied
20030,2,occupied
20030,3,occupied
20030,4,occupied
20030,5,occupied
20030,6,occupied
20030,7,occupied
20030,8,occupied
20030,9,occupied
20030,10,occupied
20030,11,occupied
20030,12,occupied
20030,13,occupied
20030,14,occupied
20030,15,available
20030,16,occupied
20030,17,occupied
20030,18,occupied
20043,0,occupied
20043,1,occupied
20043,2,occupied
20043,3,occupied
20043,4,occupied
20043,5,occupied
20043,6,occupied
20043,7,occupied
20043,8,occupied
20043,9,occupied
20043,10,occupied
20043,11,occupied
20043,12,occupied
20043,13,occupied
20043,14,occupied
20043,15,available
20043,16,occupied
20043,17,occupied
20043,18,occupied
20097,0,occupied
20097,1,occupied
20097,2,occupied
20097,3,occupied
20097,4,occupied
20097,5,occupied
20097,6,occupied
20097,7,occupied
20097,8,occupied
20097,9,occupied
20097,10,occupied
20097,11,occupied
20097,12,occupied
20097,13,occupied
20097,14,occupied
20097,15,available
20097,16,occupied
20097,17,occupied
20097,18,occupied
20124,0,occupied
20124,1,occupied
20124,2,occupied
20124,3,occupied
20124,4,occupied
20124,5,occupied
20124,6,occupied
20124,7,occupied
20124,8,occupied
20124,9,occupied
20124,10,occupied
20124,11,occupied
20124,12,occupied
20124,13,occupied
20124,14,occupied
20124,15,available
20124,16,occupied
20124,17,occupied
20124,18,occupied
20183,0,occupied
20183,1,occupied
20183,2,occupied
20183,3,occupied
20183,4,occupied
20183,5,occupied
20183,6,occupied
20183,7,occupied
20183,8,occupied
20183,9,occupied
20183,10,occupied
20183,11,occupied
20183,12,occupied
20183,13,occupied
20183,14,occupied
20183,15,available
20183,16,occupied
20183,17,occupied
20183,18,occupied
20189,0,occupied
20189,1,occupied
20189,2,occupied
20189,3,occupied
20189,4,occupied
20189,5,occupied
20189,6,occupied
20189,7,occupied
20189,8,occupied
20189,9,occupied
20189,10,occupied
20189,11,occupied
20189,12,occupied
20189,13,occupied
20189,14,occupied
20189,15,available
20189,16,occupied
20189,17,occupied
20189,18,occupied
20232,0,occupied
20232,1,occupied
20232,2,occupied
20232,3,occupied
20232,4,occupied
20232,5,occupied
20232,6,occupied
20232,7,occupied
20232,8,occupied
20232,9,occupied
20232,10,occupied
20232,11,occupied
20232,12,occupied
20232,13,occupied
20232,14,occupied
20232,15,available
20232,16,occupied
20232,17,occupied
20232,18,occupied
20299,0,occupied
20299,1,occupied
20299,2,occupied
20299,3,occupied
20299,4,occupied
20299,5,occupied
20299,6,occupied
20299,7,occupied
20299,8,occupied
20299,9,occupied
20299,10,occupied
20299,11,occupied
20299,12,occupied
20299,13,occupied
20299,14,occupied
20299,15,available
20299,16,occupied
20299,17,occupied
20299,18,occupied
20373,0,occupied
20373,1,occupied
20373,2,occupied
20373,3,occupied
20373,4,occupied
20373,5,occupied
20373,6,occupied
20373,7,occupied
20373,8,occupied
20373,9,occupied
20373,10,occupied
20373,11,occupied
20373,12,occupied
20373,13,occupied
20373,14,occupied
20373,15,available
20373,16,occupied
20373,17,occupied
20373,18,occupied
20395,0,occupied
20395,1,occupied
20395,2,occupied
20395,3,occupied
20395,4,occupied
20395,5,occupied
20395,6,occupied
20395,7,occupied
20395,8,occupied
20395,9,occupied
20395,10,occupied
20395,11,occupied
20395,12,occupied
20395,13,occupied
20395,14,occupied
20395,15,available
20395,16,occupied
20395,17,occupied
20395,18,occupied
20414,0,occupied
20414,1,occupied
20414,2,occupied
20414,3,occupied
20414,4,occupied
20414,5,occupied
20414,6,occupied
20414,7,occupied
20414,8,occupied
20414,9,occupied
20414,10,occupied
20414,11,occupied
20414,12,occupied
20414,13,occupied
20414,14,occupied
20414,15,available
20414,16,occupied
20414,17,occupied
20414,18,occupied
20458,0,occupied
20458,1,occupied
20458,2,occupied
20458,3,occupied
20458,4,occupied
20458,5,occupied
20458,6,occupied
20458,7,occupied
20458,8,occupied
20458,9,occupied
20458,10,occupied
20458,11,occupied
20458,12,occupied
20458,13,occupied
20458,14,occupied
20458,15,available
20458,16,occupied
20458,17,occupied
20458,18,occupied
20474,0,occupied
20474,1,occupied
20474,2,occupied
20474,3,occupied
20474,4,occupied
20474,5,occupied
20474,6,occupied
20474,7,occupied
20474,8,occupied
20474,9,occupied
20474,10,occupied
20474,11,occupied
20474,12,occupied
20474,13,occupied
20474,14,occupied
20474,15,available
20474,16,occupied
20474,17,occupied
20474,18,occupied
20582,0,occupied
20582,1,occupied
20582,2,occupied
20582,3,occupied
20582,4,occupied
20582,5,occupied
20582,6,occupied
20582,7,occupied
20582,8,occupied
20582,9,occupied
20582,10,occupied
20582,11,occupied
20582,12,occupied
20582,13,occupied
20582,14,occupied
20582,15,available
20582,16,occupied
20582,17,occupied
20582,18,occupied
20587,0,occupied
20587,1,occupied
20587,2,occupied
20587,3,occupied
20587,4,occupied
20587,5,occupied
20587,6,occupied
20587,7,occupied
20587,8,occupied
20587,9,occupied
20587,10,occupied
20587,11,occupied
20587,12,occupied
20587,13,occupied
20587,14,occupied
20587,15,available
20587,16,occupied
20587,17,occupied
20587,18,occupied
20602,0,occupied
20602,1,occupied
20602,2,occupied
20602,3,occupied
20602,4,occupied
20602,5,occupied
20602,6,occupied
20602,7,occupied
20602,8,occupied
20602,9,occupied
20602,10,occupied
20602,11,occupied
20602,12,occupied
20602,13,occupied
20602,14,occupied
20602,15,available
20602,16,occupied
20602,17,occupied
20602,18,occupied
20620,0,occupied
20620,1,occupied
20620,2,occupied
20620,3,occupied
20620,4,occupied
20620,5,occupied
20620,6,occupied
20620,7,occupied
20620,8,occupied
20620,9,occupied
20620,10,occupied
20620,11,occupied
20620,12,occupied
20620,13,occupied
20620,14,occupied
20620,15,available
20620,16,occupied
20620,17,occupied
20620,18,occupied
20642,0,occupied
20642,1,occupied
20642,2,occupied
20642,3,occupied
20642,4,occupied
20642,5,occupied
20642,6,occupied
20642,7,occupied
20642,8,occupied
20642,9,occupied
20642,10,occupied
20642,11,occupied
20642,12,occupied
20642,13,occupied
20642,14,occupied
20642,15,available
20642,16,occupied
20642,17,occupied
20642,18,occupied
20652,0,occupied
20652,1,occupied
20652,2,occupied
20652,3,occupied
20652,4,occupied
20652,5,occupied
20652,6,occupied
20652,7,occupied
20652,8,occupied
20652,9,occupied
20652,10,occupied
20652,11,occupied
20652,12,occupied
20652,13,occupied
20652,14,occupied
20652,15,available
20652,16,occupied
20652,17,occupied
20652,18,occupied
20703,0,occupied
20703,1,occupied
20703,2,occupied
20703,3,occupied
20703,4,occupied
20703,5,occupied
20703,6,occupied
20703,7,occupied
20703,8,occupied
20703,9,occupied
20703,10,occupied
20703,11,occupied
20703,12,occupied
20703,13,occupied
20703,14,occupied
20703,15,available
20703,16,occupied
20703,17,occupied
20703,18,occupied
20709,0,occupied
20709,1,occupied
20709,2,occupied
20709,3,occupied
20709,4,occupied
20709,5,occupied
20709,6,occupied
20709,7,occupied
20709,8,occupied
20709,9,occupied
20709,10,occupied
20709,11,occupied
20709,12,occupied
20709,13,occupied
20709,14,occupied
20709,15,available
20709,16,occupied
20709,17,occupied
20709,18,occupied
20750,0,occupied
20750,1,occupied
20750,2,occupied
20750,3,occupied
20750,4,occupied
20750,5,occupied
20750,6,occupied
20750,7,occupied
20750,8,occupied
20750,9,occupied
20750,10,occupied
20750,11,occupied
20750,12,occupied
20750,13,occupied
20750,14,occupied
20750,15,available
20750,16,occupied
20750,17,occupied
20750,18,occupied
20763,0,occupied
20763,1,occupied
20763,2,occupied
20763,3,occupied
20763,4,occupied
20763,5,occupied
20763,6,occupied
20763,7,occupied
20763,8,occupied
20763,9,occupied
20763,10,occupied
20763,11,occupied
20763,12,occupied
20763,13,occupied
20763,14,occupied
20763,15,available
20763,16,occupied
20763,17,occupied
20763,18,occupied
20824,0,occupied
20824,1,occupied
20824,2,occupied
20824,3,occupied
20824,4,occupied
20824,5,occupied
20824,6,occupied
20824,7,occupied
20824,8,occupied
20824,9,occupied
20824,10,occupied
20824,11,occupied
20824,12,occupied
20824,13,occupied
20824,14,occupied
20824,15,available
20824,16,occupied
20824,17,occupied
20824,18,occupied
20982,0,occupied
20982,1,occupied
20982,2,occupied
20982,3,occupied
20982,4,occupied
20982,5,occupied
20982,6,occupied
20982,7,occupied
20982,8,occupied
20982,9,occupied
20982,10,occupied
20982,11,occupied
20982,12,occupied
20982,13,occupied
20982,14,occupied
20982,15,available
20982,16,occupied
20982,17,occupied
20982,18,occupied
21070,0,occupied
21070,1,occupied
21070,2,occupied
21070,3,occupied
21070,4,occupied
21070,5,occupied
21070,6,occupied
21070,7,occupied
21070,8,occupied
21070,9,occupied
21070,10,occupied
21070,11,occupied
21070,12,occupied
21070,13,occupied
21070,14,occupied
21070,15,available
21070,16,occupied
21070,17,occupied
21070,18,occupied
21148,0,occupied
21148,1,occupied
21148,2,occupied
21148,3,occupied
21148,4,occupied
21148,5,occupied
21148,6,occupied
21148,7,occupied
21148,8,occupied
21148,9,occupied
21148,10,occupied
21148,11,occupied
21148,12,occupied
21148,13,occupied
21148,14,occupied
21148,15,available
21148,16,occupied
21148,17,occupied
21148,18,occupied
21152,0,occupied
21152,1,occupied
21152,2,occupied
21152,3,occupied
21152,4,occupied
21152,5,occupied
21152,6,occupied
21152,7,occupied
21152,8,occupied
21152,9,occupied
21152,10,occupied
21152,11,occupied
21152,12,occupied
21152,13,occupied
21152,14,occupied
21152,15,available
21152,16,occupied
21152,17,occupied
21152,18,occupied
21153,0,occupied
21153,1,occupied
21153,2,occupied
21153,3,occupied
21153,4,occupied
21153,5,occupied
21153,6,occupied
21153,7,occupied
21153,8,occupied
21153,9,occupied
21153,10,occupied
21153,11,occupied
21153,12,occupied
21153,13,occupied
21153,14,occupied
21153,15,available
21153,16,occupied
21153,17,occupied
21153,18,occupied
21216,0,occupied
21216,1,occupied
21216,2,occupied
21216,3,occupied
21216,4,occupied
21216,5,occupied
21216,6,occupied
21216,7,occupied
21216,8,occupied
21216,9,occupied
21216,10,occupied
21216,11,occupied
21216,12,occupied
21216,13,occupied
21216,14,occupied
21216,15,available
21216,16,occupied
21216,17,occupied
21216,18,occupied
21273,0,occupied
21273,1,occupied
21273,2,occupied
21273,3,occupied
21273,4,occupied
21273,5,occupied
21273,6,occupied
21273,7,occupied
21273,8,occupied
21273,9,occupied
21273,10,occupied
21273,11,occupied
21273,12,occupied
21273,13,occupied
21273,14,occupied
21273,15,available
21273,16,occupied
21273,17,occupied
21273,18,occupied
21282,0,occupied
21282,1,occupied
21282,2,occupied
21282,3,occupied
21282,4,occupied
21282,5,occupied
21282,6,occupied
21282,7,occupied
21282,8,occupied
21282,9,occupied
21282,10,occupied
21282,11,occupied
21282,12,occupied
21282,13,occupied
21282,14,occupied
21282,15,available
21282,16,occupied
21282,17,occupied
21282,18,occupied
21330,0,occupied
21330,1,occupied
21330,2,occupied
21330,3,occupied
21330,4,occupied
21330,5,occupied
21330,6,occupied
21330,7,occupied
21330,8,occupied
21330,9,occupied
21330,10,occupied
21330,11,occupied
21330,12,occupied
21330,13,occupied
21330,14,occupied
21330,15,available
21330,16,occupied
21330,17,occupied
21330,18,occupied
21406,0,occupied
21406,1,occupied
21406,2,occupied
21406,3,occupied
21406,4,occupied
21406,5,occupied
21406,6,occupied
21406,7,occupied
21406,8,occupied
21406,9,occupied
21406,10,occupied
21406,11,occupied
21406,12,occupied
21406,13,occupied
21406,14,occupied
21406,15,available
21406,16,occupied
21406,17,occupied
21406,18,occupied
21450,0,occupied
21450,1,occupied
21450,2,occupied
21450,3,occupied
21450,4,occupied
21450,5,occupied
21450,6,occupied
21450,7,occupied
21450,8,occupied
21450,9,occupied
21450,10,occupied
21450,11,occupied
21450,12,occupied
21450,13,occupied
21450,14,occupied
21450,15,available
21450,16,occupied
21450,17,occupied
21450,18,occupied
21483,0,occupied
21483,1,occupied
21483,2,occupied
21483,3,occupied
21483,4,occupied
21483,5,occupied
21483,6,occupied
21483,7,occupied
21483,8,occupied
21483,9,occupied
21483,10,occupied
21483,11,occupied
21483,12,occupied
21483,13,occupied
21483,14,occupied
21483,15,available
21483,16,occupied
21483,17,occupied
21483,18,occupied
21542,0,occupied
21542,1,occupied
21542,2,occupied
21542,3,occupied
21542,4,occupied
21542,5,occupied
21542,6,occupied
21542,7,occupied
21542,8,occupied
21542,9,occupied
21542,10,occupied
21542,11,occupied
21542,12,occupied
21542,13,occupied
21542,14,occupied
21542,15,available
21542,16,occupied
21542,17,occupied
21542,18,occupied
21644,0,occupied
21644,1,occupied
21644,2,occupied
21644,3,occupied
21644,4,occupied
21644,5,occupied
21644,6,occupied
21644,7,occupied
21644,8,occupied
21644,9,occupied
21644,10,occupied
21644,11,occupied
21644,12,occupied
21644,13,occupied
21644,14,occupied
21644,15,available
21644,16,occupied
21644,17,occupied
21644,18,occupied
21669,0,occupied
21669,1,occupied
21669,2,occupied
21669,3,occupied
21669,4,occupied
21669,5,occupied
21669,6,occupied
21669,7,occupied
21669,8,occupied
21669,9,occupied
21669,10,occupied
21669,11,occupied
21669,12,occupied
21669,13,occupied
21669,14,occupied
21669,15,available
21669,16,occupied
21669,17,occupied
21669,18,occupied
21684,0,occupied
21684,1,occupied
21684,2,occupied
21684,3,occupied
21684,4,occupied
21684,5,occupied
21684,6,occupied
21684,7,occupied
21684,8,occupied
21684,9,occupied
21684,10,occupied
21684,11,occupied
21684,12,occupied
21684,13,occupied
21684,14,occupied
21684,15,available
21684,16,occupied
21684,17,occupied
21684,18,occupied
21708,0,occupied
21708,1,occupied
21708,2,occupied
21708,3,occupied
21708,4,occupied
21708,5,occupied
21708,6,occupied
21708,7,occupied
21708,8,occupied
21708,9,occupied
21708,10,occupied
21708,11,occupied
21708,12,occupied
21708,13,occupied
21708,14,occupied
21708,15,available
21708,16,occupied
21708,17,occupied
21708,18,occupied
21714,0,occupied
21714,1,occupied
21714,2,occupied
21714,3,occupied
21714,4,occupied
21714,5,occupied
21714,6,occupied
21714,7,occupied
21714,8,occupied
21714,9,occupied
21714,10,occupied
21714,11,occupied
21714,12,occupied
21714,13,occupied
21714,14,occupied
21714,15,available
21714,16,occupied
21714,17,occupied
21714,18,occupied
21732,0,occupied
21732,1,occupied
21732,2,occupied
21732,3,occupied
21732,4,occupied
21732,5,occupied
21732,6,occupied
21732,7,occupied
21732,8,occupied
21732,9,occupied
21732,10,occupied
21732,11,occupied
21732,12,occupied
21732,13,occupied
21732,14,occupied
21732,15,available
21732,16,occupied
21732,17,occupied
21732,18,occupied
21800,0,occupied
21800,1,occupied
21800,2,occupied
21800,3,occupied
21800,4,occupied
21800,5,occupied
21800,6,occupied
21800,7,occupied
21800,8,occupied
21800,9,occupied
21800,10,occupied
21800,11,occupied
21800,12,occupied
21800,13,occupied
21800,14,occupied
21800,15,available
21800,16,occupied
21800,17,occupied
21800,18,occupied
21873,0,occupied
21873,1,occupied
21873,2,occupied
21873,3,occupied
21873,4,occupied
21873,5,occupied
21873,6,occupied
21873,7,occupied
21873,8,occupied
21873,9,occupied
21873,10,occupied
21873,11,occupied
21873,12,occupied
21873,13,occupied
21873,14,occupied
21873,15,available
21873,16,occupied
21873,17,occupied
21873,18,occupied
21889,0,occupied
21889,1,occupied
21889,2,occupied
21889,3,occupied
21889,4,occupied
21889,5,occupied
21889,6,occupied
21889,7,occupied
21889,8,occupied
21889,9,occupied
21889,10,occupied
21889,11,occupied
21889,12,occupied
21889,13,occupied
21889,14,occupied
21889,15,available
21889,16,occupied
21889,17,occupied
21889,18,occupied
21996,0,occupied
21996,1,occupied
21996,2,occupied
21996,3,occupied
21996,4,occupied
21996,5,occupied
21996,6,occupied
21996,7,occupied
21996,8,occupied
21996,9,occupied
21996,10,occupied
21996,11,occupied
21996,12,occupied
21996,13,occupied
21996,14,occupied
21996,15,available
21996,16,occupied
21996,17,occupied
21996,18,occupied
22040,0,occupied
22040,1,occupied
22040,2,occupied
22040,3,occupied
22040,4,occupied
22040,5,occupied
22040,6,occupied
22040,7,occupied
22040,8,occupied
22040,9,occupied
22040,10,occupied
22040,11,occupied
22040,12,occupied
22040,13,occupied
22040,14,occupied
22040,15,available
22040,16,occupied
22040,17,occupied
22040,18,occupied
22058,0,occupied
22058,1,occupied
22058,2,occupied
22058,3,occupied
22058,4,occupied
22058,5,occupied
22058,6,occupied
22058,7,occupied
22058,8,occupied
22058,9,occupied
22058,10,occupied
22058,11,occupied
22058,12,occupied
22058,13,occupied
22058,14,occupied
22058,15,available
22058,16,occupied
22058,17,occupied
22058,18,occupied
22076,0,occupied
22076,1,occupied
22076,2,occupied
22076,3,occupied
22076,4,occupied
22076,5,occupied
22076,6,occupied
22076,7,occupied
22076,8,occupied
22076,9,occupied
22076,10,occupied
22076,11,occupied
22076,12,occupied
22076,13,occupied
22076,14,occupied
22076,15,available
22076,16,occupied
22076,17,occupied
22076,18,occupied
22089,0,occupied
22089,1,occupied
22089,2,occupied
22089,3,occupied
22089,4,occupied
22089,5,occupied
22089,6,occupied
22089,7,occupied
22089,8,occupied
22089,9,occupied
22089,10,occupied
22089,11,occupied
22089,12,occupied
22089,13,occupied
22089,14,occupied
22089,15,available
22089,16,occupied
22089,17,occupied
22089,18,occupied
22148,0,occupied
22148,1,occupied
22148,2,occupied
22148,3,occupied
22148,4,occupied
22148,5,occupied
22148,6,occupied
22148,7,occupied
22148,8,occupied
22148,9,occupied
22148,10,occupied
22148,11,occupied
22148,12,occupied
22148,13,occupied
22148,14,occupied
22148,15,available
22148,16,occupied
22148,17,occupied
22148,18,occupied
22186,0,occupied
22186,1,occupied
22186,2,occupied
22186,3,occupied
22186,4,occupied
22186,5,occupied
22186,6,occupied
22186,7,occupied
22186,8,occupied
22186,9,occupied
22186,10,occupied
22186,11,occupied
22186,12,occupied
22186,13,occupied
22186,14,occupied
22186,15,available
22186,16,occupied
22186,17,occupied
22186,18,occupied
22266,0,occupied
22266,1,occupied
22266,2,occupied
22266,3,occupied
22266,4,occupied
22266,5,occupied
22266,6,occupied
22266,7,occupied
22266,8,occupied
22266,9,occupied
22266,10,occupied
22266,11,occupied
22266,12,occupied
22266,13,occupied
22266,14,occupied
22266,15,available
22266,16,occupied
22266,17,occupied
22266,18,occupied
22304,0,occupied
22304,1,occupied
22304,2,occupied
22304,3,occupied
22304,4,occupied
22304,5,occupied
22304,6,occupied
22304,7,occupied
22304,8,occupied
22304,9,occupied
22304,10,occupied
22304,11,occupied
22304,12,occupied
22304,13,occupied
22304,14,occupied
22304,15,available
22304,16,occupied
22304,17,occupied
22304,18,occupied
22323,0,occupied
22323,1,occupied
22323,2,occupied
22323,3,occupied
22323,4,occupied
22323,5,occupied
22323,6,occupied
22323,7,occupied
22323,8,occupied
22323,9,occupied
22323,10,occupied
22323,11,occupied
22323,12,occupied
22323,13,occupied
22323,14,occupied
22323,15,available
22323,16,occupied
22323,17,occupied
22323,18,occupied
22328,0,occupied
22328,1,occupied
22328,2,occupied
22328,3,occupied
22328,4,occupied
22328,5,occupied
22328,6,occupied
22328,7,occupied
22328,8,occupied
22328,9,occupied
22328,10,occupied
22328,11,occupied
22328,12,occupied
22328,13,occupied
22328,14,occupied
22328,15,available
22328,16,occupied
22328,17,occupied
22328,18,occupied
22334,0,occupied
22334,1,occupied
22334,2,occupied
22334,3,occupied
22334,4,occupied
22334,5,occupied
22334,6,occupied
22334,7,occupied
22334,8,occupied
22334,9,occupied
22334,10,occupied
22334,11,occupied
22334,12,occupied
22334,13,occupied
22334,14,occupied
22334,15,available
22334,16,occupied
22334,17,occupied
22334,18,occupied
22358,0,occupied
22358,1,occupied
22358,2,occupied
22358,3,occupied
22358,4,occupied
22358,5,occupied
22358,6,occupied
22358,7,occupied
22358,8,occupied
22358,9,occupied
22358,10,occupied
22358,11,occupied
22358,12,occupied
22358,13,occupied
22358,14,occupied
22358,15,available
22358,16,occupied
22358,17,occupied
22358,18,occupied
22392,0,occupied
22392,1,occupied
22392,2,occupied
22392,3,occupied
22392,4,occupied
22392,5,occupied
22392,6,occupied
22392,7,occupied
22392,8,occupied
22392,9,occupied
22392,10,occupied
22392,11,occupied
22392,12,occupied
22392,13,occupied
22392,14,occupied
22392,15,available
22392,16,occupied
22392,17,occupied
22392,18,occupied
22501,0,occupied
22501,1,occupied
22501,2,occupied
22501,3,occupied
22501,4,occupied
22501,5,occupied
22501,6,occupied
22501,7,occupied
22501,8,occupied
22501,9,occupied
22501,10,occupied
22501,11,occupied
22501,12,occupied
22501,13,occupied
22501,14,occupied
22501,15,available
22501,16,occupied
22501,17,occupied
22501,18,occupied
22558,0,occupied
22558,1,occupied
22558,2,occupied
22558,3,occupied
22558,4,occupied
22558,5,occupied
22558,6,occupied
22558,7,occupied
22558,8,occupied
22558,9,occupied
22558,10,occupied
22558,11,occupied
22558,12,occupied
22558,13,occupied
22558,14,occupied
22558,15,available
22558,16,occupied
22558,17,occupied
22558,18,occupied
22571,0,occupied
22571,1,occupied
22571,2,occupied
22571,3,occupied
22571,4,occupied
22571,5,occupied
22571,6,occupied
22571,7,occupied
22571,8,occupied
22571,9,occupied
22571,10,occupied
22571,11,occupied
22571,12,occupied
22571,13,occupied
22571,14,occupied
22571,15,available
22571,16,occupied
22571,17,occupied
22571,18,occupied
22684,0,occupied
22684,1,occupied
22684,2,occupied
22684,3,occupied
22684,4,occupied
22684,5,occupied
22684,6,occupied
22684,7,occupied
22684,8,occupied
22684,9,occupied
22684,10,occupied
22684,11,occupied
22684,12,occupied
22684,13,occupied
22684,14,occupied
22684,15,occupied
22684,16,occupied
22684,17,occupied
22684,18,occupied
22784,0,occupied
22784,1,occupied
22784,2,occupied
22784,3,occupied
22784,4,occupied
22784,5,occupied
22784,6,occupied
22784,7,occupied
22784,8,occupied
22784,9,occupied
22784,10,occupied
22784,11,occupied
22784,12,occupied
22784,13,occupied
22784,14,occupied
22784,15,occupied
22784,16,occupied
22784,17,occupied
22784,18,occupied
22833,0,occupied
22833,1,occupied
22833,2,occupied
22833,3,occupied
22833,4,occupied
22833,5,occupied
22833,6,occupied
22833,7,occupied
22833,8,occupied
22833,9,occupied
22833,10,occupied
22833,11,occupied
22833,12,occupied
22833,13,occupied
22833,14,occupied
22833,15,occupied
22833,16,occupied
22833,17,occupied
22833,18,occupied
22902,0,occupied
22902,1,occupied
22902,2,occupied
22902,3,occupied
22902,4,occupied
22902,5,occupied
22902,6,occupied
22902,7,occupied
22902,8,occupied
22902,9,occupied
22902,10,occupied
22902,11,occupied
22902,12,occupied
22902,13,occupied
22902,14,occupied
22902,15,occupied
22902,16,occupied
22902,17,occupied
22902,18,occupied
22945,0,occupied
22945,1,occupied
22945,2,occupied
22945,3,occupied
22945,4,occupied
22945,5,occupied
22945,6,occupied
22945,7,occupied
22945,8,occupied
22945,9,occupied
22945,10,occupied
22945,11,occupied
22945,12,occupied
22945,13,occupied
22945,14,occupied
22945,15,occupied
22945,16,occupied
22945,17,occupied
22945,18,occupied
22965,0,occupied
22965,1,occupied
22965,2,occupied
22965,3,occupied
22965,4,occupied
22965,5,occupied
22965,6,occupied
22965,7,occupied
22965,8,occupied
22965,9,occupied
22965,10,occupied
22965,11,occupied
22965,12,occupied
22965,13,occupied
22965,14,occupied
22965,15,occupied
22965,16,occupied
22965,17,occupied
22965,18,occupied
23042,0,occupied
23042,1,occupied
23042,2,occupied
23042,3,occupied
23042,4,occupied
23042,5,occupied
23042,6,occupied
23042,7,occupied
23042,8,occupied
23042,9,occupied
23042,10,occupied
23042,11,occupied
23042,12,occupied
23042,13,occupied
23042,14,occupied
23042,15,occupied
23042,16,occupied
23042,17,occupied
23042,18,occupied
23082,0,occupied
23082,1,occupied
23082,2,occupied
23082,3,occupied
23082,4,occupied
23082,5,occupied
23082,6,occupied
23082,7,occupied
23082,8,occupied
23082,9,occupied
23082,10,occupied
23082,11,occupied
23082,12,occupied
23082,13,occupied
23082,14,occupied
23082,15,occupied
23082,16,occupied
23082,17,occupied
23082,18,occupied
23086,0,occupied
23086,1,occupied
23086,2,occupied
23086,3,occupied
23086,4,occupied
23086,5,occupied
23086,6,occupied
23086,7,occupied
23086,8,occupied
23086,9,occupied
23086,10,occupied
23086,11,occupied
23086,12,occupied
23086,13,occupied
23086,14,occupied
23086,15,occupied
23086,16,occupied
23086,17,occupied
23086,18,occupied
23208,0,occupied
23208,1,occupied
23208,2,occupied
23208,3,occupied
23208,4,occupied
23208,5,occupied
23208,6,occupied
23208,7,occupied
23208,8,occupied
23208,9,occupied
23208,10,occupied
23208,11,occupied
23208,12,occupied
23208,13,occupied
23208,14,occupied
23208,15,occupied
23208,16,occupied
23208,17,occupied
23208,18,occupied
23249,0,occupied
23249,1,occupied
23249,2,occupied
23249,3,occupied
23249,4,occupied
23249,5,occupied
23249,6,occupied
23249,7,occupied
23249,8,occupied
23249,9,occupied
23249,10,occupied
23249,11,occupied
23249,12,occupied
23249,13,occupied
23249,14,occupied
23249,15,occupied
23249,16,occupied
23249,17,occupied
23249,18,occupied
23283,0,occupied
23283,1,occupied
23283,2,occupied
23283,3,occupied
23283,4,occupied
23283,5,occupied
23283,6,occupied
23283,7,occupied
23283,8,occupied
23283,9,occupied
23283,10,occupied
23283,11,occupied
23283,12,occupied
23283,13,occupied
23283,14,occupied
23283,15,occupied
23283,16,occupied
23283,17,occupied
23283,18,occupied
23313,0,occupied
23313,1,occupied
23313,2,occupied
23313,3,occupied
23313,4,occupied
23313,5,occupied
23313,6,occupied
23313,7,occupied
23313,8,occupied
23313,9,occupied
23313,10,occupied
23313,11,occupied
23313,12,occupied
23313,13,occupied
23313,14,occupied
23313,15,occupied
23313,16,occupied
23313,17,occupied
23313,18,occupied
23479,0,occupied
23479,1,occupied
23479,2,occupied
23479,3,occupied
23479,4,occupied
23479,5,occupied
23479,6,occupied
23479,7,occupied
23479,8,occupied
23479,9,occupied
23479,10,occupied
23479,11,occupied
23479,12,occupied
23479,13,occupied
23479,14,occupied
23479,15,occupied
23479,16,occupied
23479,17,occupied
23479,18,occupied
23556,0,occupied
23556,1,occupied
23556,2,occupied
23556,3,occupied
23556,4,occupied
23556,5,occupied
23556,6,occupied
23556,7,occupied
23556,8,available
23556,9,occupied
23556,10,occupied
23556,11,occupied
23556,12,occupied
23556,13,occupied
23556,14,occupied
23556,15,occupied
23556,16,occupied
23556,17,occupied
23556,18,occupied
23680,0,occupied
23680,1,occupied
23680,2,occupied
23680,3,occupied
23680,4,occupied
23680,5,occupied
23680,6,occupied
23680,7,occupied
23680,8,available
23680,9,occupied
23680,10,occupied
23680,11,occupied
23680,12,occupied
23680,13,occupied
23680,14,occupied
23680,15,occupied
23680,16,occupied
23680,17,occupied
23680,18,occupied
23730,0,occupied
23730,1,occupied
23730,2,occupied
23730,3,occupied
23730,4,occupied
23730,5,occupied
23730,6,occupied
23730,7,occupied
23730,8,available
23730,9,occupied
23730,10,occupied
23730,11,occupied
23730,12,occupied
23730,13,occupied
23730,14,occupied
23730,15,occupied
23730,16,occupied
23730,17,occupied
23730,18,occupied
23739,0,occupied
23739,1,occupied
